ID, TWEET, LABEL
217,"['احن', 'معندناش', 'ادن', 'اعب', 'تدريبواكيد', 'شغت', 'يهب', 'خد', 'يدل', 'درب', 'وصل', 'اوليمبياد', 'جاز', 'وحد']",anger
218,"['8', 'لذه', 'نظر', 'وجه', 'شوق', 'لقء', 'الك', 'رضي', 'رضه', 'حمد']",sympathy
219,"['وخد', 'اوليمبياد', 'صرع', 'اير', 'اسم', 'سعد', 'راد', 'طوبس', 'D']",none
220,"['گلن', 'دشت', 'گلم', 'حق', 'امم', 'سلط', 'جئر']",sadness
221,"['لحم', 'حلب', 'كبر', 'امس', 'بجح', 'روس', 'رات', 'امن', 'عبر', 'يوم', 'بحث', 'كلب', 'نظم', 'وير', 'رات', 'امن', 'هرب']",anger
222,"['دخل', 'اوليمبياد', 'فكر', 'ثقف']",none
223,"['يبس', 'وحد', '2', 'اوليمبياد', 'ومك', 'يزد', 'دول', 'عرب', 'دار', 'ارخ', 'لعب', 'اوليمبيه', '24', 'دنا', 'سلانكاتيه']",none
224,"['بنت', 'شرف', '✌', 'سره', 'سمر', 'جبه', 'شعب']",joy
225,"['تمت', 'حكم', 'حدث', 'فسد', 'متي', 'نحا', 'فسد', 'ومت', 'خطو', 'يجب', 'قضء', 'فسد', 'شري', 'مؤس', 'ht…']",anger
226,"['اوليمبياد', 'برض', 'حاج', 'وحد', 'لزم', 'فرج', 'عليها']",none
227,"['سئك', 'جمل']",joy
228,"['كبر', 'كبر', 'كبر', 'كبر', 'حمد', 'برك', 'فك', 'حصر', 'حلب']",joy
229,"['درت', 'ظلم', 'حمد', 'خويا☜♨']",joy
230,"['يعن', 'لعب', 'صري', 'رفع', 'سعد', 'ولد', 'اصل', 'فضل', 'سعد', 'علك', 'عشن', 'رفع', 'اوليمبياد', 'اعب', 'لزم']",surprise
231,"['ـعط', 'قلب', 'لمن', 'قلب', 'لنه', 'حتم', 'ـيخذل', 'تعط', 'حرف', 'لمن', 'يقر', 'لنه', 'بلا', 'شك', 'يسء', 'فهم']",sadness
232,"['totie', 'كسم', 'حزم', 'امم', 'ابن', 'مره', 'تنك', 'كلب', 'رضي']",anger
233,"['بقل', 'كتر', 'رتح', 'كسر']",surprise
234,"['خئف', 'جدا', 'لمذ', 'لازال', 'قلب', 'قيد', 'حيه', 'ازل', 'دمع', 'همر', 'ذكر']",fear
235,"['nada', 'poyrazkarayel', 'تظل', 'داي', 'خيف', 'رعب', 'شي', 'سيء', 'يصر', 'يتر', 'يمكن', 'يمت', 'تعش', 'الش', 'جديدوهذا', 'ال…']",fear
236,"['Khalfan', 'بغل', 'دعء', 'رئس', 'رلم', 'ونت', 'ويش', 'دخل', 'يمن', 'حرس', 'قحب', 'متف', 'رلم', 'حرس', 'خمر', 'وبس']",anger
237,"['سيس', 'يشد', 'بـ', 'جنب', 'خرب', 'كفئ', 'قرر', 'صدم', 'سيس', 'خرب', 'قرر']",surprise
238,"['بلد', 'حبس', 'كتب', 'رئي', 'لمد', 'سنت', 'قرب', 'اسم', 'حمد', 'نجي', 'بسب', 'فصل', 'ريه', 'تهم', 'خدش', 'حيء', 'عام', 'شخر', 'وقل', 'احا', 'سكت']",anger
239,"['حمدل', 'وبذ', 'فرح', 'سلم', 'حرر', 'شام', 'جمع', 'برك', 'فك', 'حصر', 'حلب']",joy
240,"['عرف', 'صرح', 'مجربتش']",fear
241,"['عمل', 'اخو', 'مبد', 'جاء', 'يعد', 'سلسل', 'فعل', 'اوليمبياد', 'سلانكسيه', '✋']",none
242,"['ليل', 'سره', 'سمر', 'رونز', 'اوليمبياد', 'لكه', 'عيل', 'دعم']",none
243,"['خوف', 'غرب', 'تخف', 'شخص', 'يعف', 'صرف', 'وقت', 'مو', 'قدر', 'تغر', 'هالتصرف']",fear
244,"['ماكانش', 'اوليمبياد', 'اتش', 'صرب', 'ومر', 'نص', 'نهي', 'كره', 'طئر', 'سيد', 'هايبق', 'كفي', 'جدا', 'روع', 'بتع', '10', 'لحظ']",joy
245,"['سكت', 'برا', 'راديو', 'جوا']",sadness
246,"['حال', 'قحب', 'سعد', 'شقيرقصون', 'يكو', 'اما', 'شرب']",anger
247,"['عم', 'تقد', 'جود', 'اغا', 'جدد', 'لني', 'بحب', 'يهم', 'تشف', 'تعليقاتي', 'لني', 'يهم', 'قدم', 'فضل', 'بتم', 'تعو', 'حمد', 'رفع', '♥']",love
248,"['قنع', 'قيا', 'وول', 'نظر', 'قلل', 'حبب', 'كثر', 'شعر', 'فصح', 'شعر', 'فصح', 'فصح', 'ابي', 'خلد', 'يت…']",love
249,"['سيب', 'بسط', 'بلي', 'حصل', 'هرد', 'برح', 'حدش', 'قلي', 'عقبال', 'D']",joy
250,"['ذعر', 'ياب', 'بسب', 'ذار', 'خطئ', 'زلزال', 'دمر']",fear
251,"['خيف', 'يقل', 'ونا', 'هقل', 'حسه', 'بيه']",sadness
252,"['Rio2016', 'بحب', 'فرج', 'اوليمبياد', 'عاب', 'قوي', 'سبح', 'رفع', 'ثقل']",none
253,"['صور', 'تهم', 'افع', 'تهم', 'اشت', 'عثر', 'فجا', 'شق', 'بطن', 'نفخ']",surprise
254,"['خيب', 'تتي', 'دائ', 'قدم', 'شئ', 'خيب', 'حقق']",sadness
255,"['بدم', 'حفر', 'قلب', 'بتك', 'فرد', 'وصف', 'يتح', 'عنه', 'قلب', 'روح', 'طبع', 'يزا']",love
256,"['يلم', 'رعب', 'ابي', 'فرج', 'خيف', 'فرج', 'كبر', 'ازل', 'اخف']",fear
257,"['طلع', 'فرس', 'صله', 'طار', 'قدم', 'جمل']",joy
258,"['بقل', 'فتر', 'كبر', 'حستش', 'تعب', 'هدد', 'شكل', 'بجد', 'يعن']",surprise
259,"['رب', 'غفر', 'روح', 'رحل', 'ازل', 'ذكر', 'بقي', 'رحم', 'جوز', 'عنهم', 'وسك', 'ردس', 'اعل', 'يرب', 'سعه', 'جاب']",sympathy
260,"['جدا', 'قطع', 'شاق', 'فجئ', 'بان', 'غيب', 'شعر', 'احد', '⚜']",sadness
261,"['bin', 'fahad', 'الم', 'تحد', 'منح', 'جئز', 'فضل', 'بلد', 'لشب', 'سعد', 'رزن', 'عقل', 'برك', 'جمع']",joy
262,"['احن', 'ناس', 'حله', 'حدش', 'قدر', 'حدش', 'شجع', 'بيساعدهاوعلي', 'رغم', 'نجح', 'بطل', 'اوليمبياد']",surprise
263,"['Madaniah', 'علش', 'تكون', 'طقي', 'هالمقطع', 'ركب', 'اخذ', 'فلم', 'لان', 'بعصرناهاد', 'كمر', 'صور', 'بهالردائه🤔']",surprise
264,"['ادر', 'صرت', 'ضمن', 'حيل', 'قلب', 'رغم', 'مـا', 'نسـ', 'ودر', 'كـن', 'قـي', 'بدل', 'بـس', 'ويـ', 'الـ', 'سـو', 'غـلاك♡', 'حيه']",love
265,"['اسق', 'فاك', 'سدي', 'حلو', 'شرب', 'شفت', 'نبع', 'سكر', '♥', '♬', 'عشق', 'قلم', 'خطر', 'حبب', 'حب']",love
266,"['عون', 'شبب', 'حدد']",sympathy
267,"['جدع', 'سوك', '68', 'كيلو', 'حشش', 'تلبس', 'طلع', 'بلش', 'جنن']",surprise
268,"['وجع', 'اقس', 'يقف', 'كلم', 'فمك', 'حنجر', 'ظهر', 'ندم', 'وان', 'ابق', 'تلم']",sadness
269,"['عكي', 'سؤل', 'بدي', 'ريح', 'اوليمبياد', 'يجب', 'يدل', 'يخد', 'وقف', 'سيس']",surprise
270,"['ذوب', 'روح', 'روح', 'يكو', 'جسد', 'وحد']",love
271,"['حمد', 'ابو', 'غوش', 'قطع', 'واد', 'روس', 'نهي', 'اول', 'وول', 'يدل', 'طلق', 'تحق', 'ارد', 'ارخ', 'اوليمبياد']",joy
272,"['sultanh95', 'i270', 'شكل', 'خيف', 'درب', 'دجج']",fear
273,"['حكم', 'عسكر', 'لكل', 'حول', 'يمس', 'قدر', 'وطن', 'غلي', 'حكر', 'تجر', 'سوق', 'ودء', 'فرم', 'سيس', 'مفيهاش', 'هزر']",anger
274,"['حرم', 'ابو', 'ربع', 'ثلث', 'سنن', 'عشن', 'اهل', 'مايزعل']",sadness
275,"['اخا', 'جنب', 'يمن', 'عون', 'فـ', 'وضع', 'يوم', 'زدد', 'صعب', 'نري', 'ارض']",sympathy
276,"['شكر', 'لنك', 'حيت', 'شكر', 'لنك', 'حيت', 'صبح', 'لحب']",joy
277,"['mujawir', 'عني', 'كلم', 'بشر', 'جني', 'شعب', 'سور', 'جني', 'جزر', 'تشع', 'فضح', 'ثور', 'سور', 'حقق']",anger
278,"['فعل', 'حيء', 'عفه', 'شمل', 'رجل', 'نسء', 'حدئ', 'صفت', 'بيء', 'نسء', 'عفه', 'فطم', 'عليها', 'سلم']",love
279,"['دمع', 'رفض', 'نزل', 'قلب', 'حلف', 'مايبطل']",sadness
280,"['فيش', 'احس', 'شخص', 'فهم', 'ونت', 'زعل', 'ضحك', '❤']",joy
281,"['كلن', 'سلم', 'جهد', 'سطر', 'ابو', 'فهد', 'كبر', 'كلم', 'دره', 'قئد', 'عظم']",joy
282,"['صبح', 'عسل', 'قشط', 'ونت', 'صحي', 'احل', 'نوم']",surprise
283,"['بدت', 'قطع', 'قال', 'نهي', 'شهد', 'نسب', 'بطل', 'قفز', 'كبر', 'يتم', 'ضخ', 'مول', 'عاش', 'قصد', 'دخل', 'شر…']",fear
284,"['ورا', 'متح', 'ابن', 'جزم', 'كمن', 'ساع', 'نقص']",anger
285,"['al', 'hasi', 'ربح', 'خيف', 'غدي', 'ماتزيد']",fear
286,"['KSA', 'لعب', 'ندي', 'نصر', 'يضع', 'ضرب', 'جزء', 'ضرب', 'طرق', 'غرب', 'ندي', 'نصر', 'هلل', 'شبب', 'اهل', 'تحد', 'تحد']",anger
287,['♡♥'],joy
288,"['وحد', 'صفهم', 'جمع', 'كلم', 'الك', 'ردا', 'جمل', 'بور']",sympathy
289,"['وقت', 'تبع', 'عاب', 'اوليمبياد', 'دول', 'كتر', 'ناس', 'فرغ', 'نيك']",none
290,"['خيف', 'عـد', 'دنا', 'بدن', 'غـرب', 'خوف', 'مـر', 'بـح']",fear
291,"['sewaj', 'عاطف', 'سلم', 'بغض', 'نظر', 'دين', 'ولم', 'اصت', 'عبد', 'لنه', 'سحق']",sympathy
292,"['جند', 'برط', 'يرم', 'وسم', 'امم', 'بني', 'حكم', 'يمك', 'نجن', 'سلم', 'ونح', 'قتل', 'مدن', 'بحج', 'دعش', 'وعل', 'برط', 'سحب', 'حلف', 'دول']",sadness
293,"['yousef', 'ساذ', 'وسم', 'شوف', 'حمد', 'اضف', 'ضيف', 'اطر', 'اول', 'يطع', 'قرن', 'سهز', 'ضيف', 'لحد']",anger
294,"['حمد', 'وسف', 'بطل', 'يغب', 'اوليمبياد', 'فقط', 'لنه', 'ردي', 'يشر', 'حمل', 'شره', 'ربع', 'بطل', 'عام']",none
295,"['رفع', 'غلط', 'صري', 'اوليمبياد', 'رب', 'صوت', 'قطع']",none
296,"['حال', 'جسم', 'بغل', 'حلم', 'عصافير', 'كثر', 'تو', 'خلص', 'صيح', 'يهد', 'رومانسيه', 'كذب', 'تو', 'خلص', 'صيح']",anger
297,"['يطح', 'كلم', 'رمي', 'يقل', 'ندي', 'دعم', 'خلل', 'اوليمبياد', 'انز', 'سبح', 'برز', 'شيش']",none
298,"['نبر', 'يلد', '✋', 'انس', 'بن', 'وسي', 'رضا', 'سلم']",love
299,"['لحب', 'تخف', 'حب✋']",love
300,"['اشل', 'بلي']",surprise
301,"['بقي', 'قعد', 'فرج', 'اوليمبياد', 'وتم', 'ونا', 'عرق', 'بعب', 'زيز', 'ولد', 'شراميط', 'مدن']",anger
302,"['مست', 'تهل', 'لدر', 'تني', 'اوليمبياد', 'الد', 'ريت', 'يخد', 'حبي', 'سبر', 'ينم']",sadness
303,"['شيء', 'بحث', 'عنه', 'وقت', 'فرغ', 'نصف', 'الل', 'احب', 'صدق', 'تجد', 'تحب', 'طيل', 'وقت']",love
304,"['اسم', 'اسم', 'غلي', 'اسم', 'حمد']",joy
305,"['يعن', 'نهت', 'سور', 'وصر', 'دول', 'سلم', 'ولن', 'الن', 'سمع', 'ندد', 'عرب', 'سلم']",sadness
306,"['يعن', 'ونا', 'اخك', 'صرح', 'عاطف', 'معك', 'درج', 'مو', 'عشن', 'حلت', 'لان', 'حلت', 'رضه', 'طبع', 'علج', '1']",sympathy
307,"['حدر', 'امر', 'ايد', 'ايد', 'بوش', 'امه', 'عظم', 'دول', 'رهب', 'ظلم', 'فشل', 'حقر', 'تخلف', 'حلف', 'اير']",anger
308,"['مختصـر', 'كـلام', 'انـ', 'خيـر', 'لنـ', 'قلبـ', '❤️']",love
309,"['صوت', 'علو', 'صوت', 'اوليمبياد']",none
310,"['يعن', 'لهو', 'فهم']",surprise
311,"['عيز', 'عرف', 'ناس', 'جدد', 'خيف', 'طلع']",fear
312,"['يمن', 'اتم', 'تتي', 'حلم', 'حلم', 'منت', 'تخل', 'حقق', 'ريت', 'حلم', 'ريت', 'بسم', 'فرح', 'عشق', 'سهل', 'ا…']",love
313,"['اهو', 'خلص', 'يلم', 'كتب', 'عكس', 'بتم', 'حبك', 'اول', 'بلس', 'تعشم', 'جنه']",surprise
314,"['صبح', 'جمع', 'دين', 'شيخ', 'زيد']",joy
315,"['لحب', 'عبر', 'جمع', 'عطف', 'داخل', 'وان', 'قوس', 'قزح', 'عرف', 'عشق', 'جال', 'لون', 'قبع', 'ره…']",love
316,"['اسف', 'فرح', 'وقت', 'تلم', 'قلي', 'تلم']",sadness
317,"['ريح', 'اوليمبياد', 'عشن', 'تصر']",surprise
318,"['ديم', 'حسس', 'صح', 'جدا', 'خيف']",fear
319,"['ثور', 'غلب', 'ثور', 'غلب', 'ستكون', 'كثر', 'عطف', 'لدي', 'شعب', 'سلم', 'عرب', 'جمع', 'ثور', 'حصل', 'ثنء', 'ربع', 'عرب']",sympathy
320,"['ومش', 'عرف', 'عشن', 'تنس', 'زعل', 'عشن', 'بقت', 'حدڪ', '\U000fe340', '❤']",sadness
321,"['regular', 'برح', 'عشق', 'وجع', 'نتب', 'حقق', 'بوح', 'قلم', 'عشق', 'الم', 'وجع', 'بوح', 'قلم']",love
322,"['لحب', 'يقل', 'شعر', 'نصح', 'تزج', 'تعد', 'روي', 'جدي', 'حذر', 'وبك', 'صدق', 'ممي', 'بسب', 'ومع', 'ارس', 'سذج', 'رجل', 'وقع']",love
323,"['حمد', 'فرد', 'هلل', 'الن', 'ندي', 'قذر', 'عصب', 'دور', 'تبك', 'دول', 'نصر', 'ودد']",anger
324,"['اوليمبياد', 'فقد', '✋']",sadness
325,"['قسم', 'بله', 'منا', 'عرف', 'نخب', 'يفز', 'دعو']",surprise
326,"['نسء', 'اولمبياد', 'ثلو', 'فعل', 'ريض', 'قنع', 'وره', 'ريض', 'جمع', 'جمع', 'ضبط', 'ذرع', 'اوليمبياد', 'طشت', 'عقل', 'كفي', '✋']",sadness
327,"['MhMd', 'خيف', 'ناس', 'ومش', 'عرف', 'عمل', 'عوز', 'جرب', 'عمل', 'ناس', 'تني', 'كوس', 'ومش', 'هبق']",fear
328,"['تحه', 'قدر', 'شعب', 'سعد', 'صمد', 'عكم', 'ضد', 'جشع', 'شرك', 'تصل', 'اليوم', '75', 'stc']",sympathy
329,"['ندد', 'وسع', 'هجم', 'رمب', 'عئل', 'جند', 'امر', 'عرض', 'رشح', 'جمهور', 'نخب', 'امر', 'دونالد', 'رمب', 'هجم', 'تعد…']",anger
330,"['قمه', 'ظلم', 'سلط', 'حقر', 'اسل', 'رحم', 'ضعف', 'سكن', 'وصل', 'وان', 'يقض', 'نصر']",sympathy
331,"['اما', 'تضف', 'اوليمبياد', 'نبق', 'عمل', 'سبق', 'جدف', 'قنه', 'سوس']",none
332,"['سعد', 'طلب', 'سقط', 'يه7', 'حزن', 'ربه', 'الم', 'سعد', 'ليش', 'ترب', 'بنت', 'حقر', 'عقل', 'بنت', 'مواليد', '90', 'ومتربين…']",sadness
333,"['فيش', 'حقق', 'واد', 'هبل', 'رفع', 'سعد', 'فاح', 'اوليمبياد', 'رئس', 'بعث', 'قرر', 'اعد', 'اعب', 'عرض', 'طبب']",none
334,"['saly', 'فقد', 'كثر', 'كلم', 'كثر', 'بكء', 'ولم', 'تبق', 'صمت', 'عمل']",sadness
335,"['الن', 'بدو', 'نست', 'الم', 'تعد', 'هتم', 'لمر', 'علا', 'احب', 'كثر']",sadness
336,"['لحب', 'وبن', 'قدر', 'واش', 'فسد', '❤️', 'حمد', 'شوق']",love
337,"['كلم', 'اوليمبياد', 'صري', 'رفع', 'ثقل']",none
338,"['لزم', 'ترب', 'مو', 'بقي', 'طرد', 'بلد', 'جمع', 'شكل', 'شكل', 'ريم', 'Talal', 'طلب', 'روض', 'وسف', '2']",anger
339,"['عنق', 'طيف', 'بسم', 'ذكر', 'نشق', 'عطر', 'لصق', 'ثيب', 'قمه', 'شيق', '♬', '♥', 'عشق', 'خطر', 'حب', 'قلم', 'رومن…']",love
340,"['ناس', 'ام', 'دم', 'خفف', '♥']",joy
341,"['دلن', 'لحض', 'وتر', 'اضع', '♡']",love
342,"['84', 'شمع', 'وحد', 'عليها', 'شيء', 'مسك', 'حزن', 'لدي', 'طلخ', 'تهم', 'غيب', 'جرح', 'كاذيب', '…']",sadness
343,"['جرء', 'وضع', 'تخش', 'لحق', 'لوم', 'لئم', 'ساذ', 'وجه', 'سمر', 'فضح', 'فسد', 'كلن', 'وجه', 'عباس✌️']",love
344,"['حمدل', 'بعث', 'صره', 'غدر', 'اوليمبياد', 'عدت', 'سلم', 'ارض', 'وطن']",joy
345,"['خوف', 'اكل']",fear
346,"['تعت', 'رئس', 'وقت', 'فرج', 'اوليمبياد', 'نيل', 'سبر']",joy
347,"['ربن', 'امن', 'غفر', 'ذنب', 'وقن', 'عذب', 'نار']",fear
348,"['ربط', 'اوليمبياد', 'سيس', 'وضع', 'يطل', 'كلم', 'اكد', 'اوليمبياد', 'يمكن', 'اول', 'نسب', 'ريض', 'برز', 'قدم', 'بلد', 'وانتمائك', '1']",none
349,"['نزو', 'بكء', 'لمء', 'هدم', 'شمخ', 'جبل']",sadness
350,"['فرص', 'بنت', 'جمل', 'ركب', 'عجل', 'بدل', 'اوليمبياد']",none
351,"['لكل', 'يرد', 'شعر', 'وضع', 'حمل', 'صعب', 'عيش', 'صحه', 'عون', 'نصر', 'يفد', 'وطن']",sympathy
352,"['رغي', 'صطب', 'حجه', 'اوليمبياد', 'دور', 'رمض', 'بيك', 'كلم', 'احس']",sadness
353,"['خيف', 'تكون', 'نصب', 'كتب', 'ليا']",fear
354,"['كلم', 'عنه', 'اوليمبياد']",none
355,"['رجل', 'شرك', 'اوليمبياد', 'دخل', 'دخل', 'حمد', 'حلم', 'يلم', 'نظر', 'شكر']",none
356,"['حقق', 'بدت', 'خيل', 'عدي', 'وذك', 'حبب', 'اقف', 'ندا', 'تعل', 'لذه', 'لحب', 'شيء', 'قلل']",joy
357,"['عود', 'يسء', 'سعد', 'افلح', 'حرس', 'رمي', 'صرح', 'يور', 'رجل', 'بدء', 'بهل', 'بيت', 'امه', 'وخا', 'وزج', 'يلب', 'ندء', 'وطن']",anger
358,"['عرف', 'احب', 'اصل', 'هعرف', 'احب', 'تني']",surprise
359,"['بهج', 'حمد', 'اول', 'امر', 'شرك', 'اوليمبياد', 'حجب', 'بدت', 'هرد']",none
360,"['خيف', 'عرف', 'بطل', 'اخف']",fear
361,"['كثر', 'اده', 'خيف', 'جمع']",fear
362,"['خيف', 'اقل', 'شعر', 'اخسرهمابي', 'خسر']",fear
363,"['شهر', 'شهد', 'بلح']",surprise
364,"['مس', 'عشك', 'كره', 'قدم', 'نسي', 'اتش', 'رنس', 'ومر', 'اوليمبياد', 'اتش', 'جمل', 'لذذ', 'ينر']",joy
365,"['ناس', 'خلص', 'ورج', 'وكس']",surprise
366,"['عوز', 'لعب', 'لعب', 'اتق', 'خلل', '4', 'سنن', 'جين', 'عشن', 'شرك', 'اوليمبياد', 'ياب']",none
367,"['افش', 'دعي', 'عذر', 'اصل', 'عمل', 'غطه', 'هيل', 'اول', 'اوليمبياد', 'فحب', 'اصح', 'كتر']",none
368,"['لحظ', 'ارخ', 'عكس', 'جابريل', 'درس', 'يسر', 'تكن', 'بطل', 'ابد', 'شرك', 'ارت', 'اوليمبياد', 'طلع', 'اخر']",none
369,"['الم', 'قلب', 'ظهر', 'وبط', 'حنن']",love
370,"['جفت', 'دمع', 'بكء', 'توف', 'برح', 'كيعقوب']",sadness
371,"['sh', 'ek', 'لحب', 'يغر', 'اقداريجعل', 'دفء', 'ثلج', 'تلذ', 'نار', 'قرب', 'بتر', 'دعم']",love
372,"['جماهير', 'ارج', 'لعب', 'اوليمبياد', 'عمل', 'بهج', 'طبع', 'بطل', 'سبق', 'بيغ', 'قلب', 'درج', 'خسر']",joy
373,"['2', 'برز', 'نجم', 'اوليمبياد', 'Olympics']",none
374,"['عرف', 'ليش', 'غلب', 'بنت', 'هون', 'شيف', 'حال', 'بلا', 'شو']",surprise
375,"['معنديش', 'شغف', 'ناس', 'وضع', 'اوليمبياد', 'خوف', 'لاك', 'فقد', 'شغف', 'بكل', 'يخص', 'بلد']",none
376,"['كاس', 'اهل', 'فكر', 'رازيل', 'لعب', 'جنب', 'فرق', 'دلؤ', 'اوليمبياد']",none
377,"['ناس', 'تخلف', 'اصل', 'فكر', 'اوليمبياد', 'وحد', 'نشر', 'سمح', 'تنس', 'حقد', 'ضغن']",none
378,"['عزز', 'وطن', 'خفض', 'رتب', 'افي', 'دعي', 'زعل', 'لنه', 'كلم', 'شمت', 'فيك', 'كلم', 'معك', 'وضد', 'خفض', 'ربك']",sympathy
379,"['عظم', 'لحب', 'ترٰ', 'جسد', 'اخر']",love
380,"['مول', 'حسن', 'ولع', 'جدع', 'وفي', 'ناس', 'حبس']",surprise
381,"['لثم', 'سحر', 'حقت', 'يوم', 'لثم', 'لند', 'خيف', 'احد', 'خربط', 'وجه', 'خرف', 'قلد', 'كلن', 'ضد', 'ريم', 'ر58']",anger
382,"['اول', 'مره', 'اشف', 'فتر', 'سئي', 'سبح', 'اوليمبياد', 'جمهور', 'قفل', 'اول', 'مره', 'حرف']",none
383,"['كلن', 'جدع', 'نجم', 'جماهير', 'كبر', 'حمد', 'رمس', 'عشن', 'حرم', 'ابداعاته']",joy
384,"['قطع', 'جوا', 'ونس', 'طعم', 'فرح']",sadness
385,"['صرخ', 'دخل', 'وضح', 'هنستمتع', 'درج', 'اوليمبياد']",joy
386,"['غرد', 'شبح', 'فيح', 'قود', 'ضحي', 'بنه', 'شرف', 'عرف', 'ارخ', 'نجس', 'جرم', 'حسن', 'نصر', 'له…']",anger
387,"['نسم', 'حجب', 'دعم', 'حبب', 'حمد', 'شاه', 'كثفو', 'صوت', 'صلو', 'لقب', '2', 'MohamadChahine']",joy
388,"['مان', 'حذر', 'بزز', 'تحد', 'ورب', 'خصص', 'اجئ']",anger
